[0,                                                params  mean_test_score  rank_test_score
23  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.541152                5
24  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.537391               17
25  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.538210               13
26  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.530576               25
27  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.531916               21
28  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.527564               29
29  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.540265                9
30  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.548699                1
31  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.541152                5, 93,                                                params  mean_test_score  rank_test_score
0   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.544942               21
1   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.545886                9
2   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.546801                5
3   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.545494               13
4   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.535195               25
5   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.545325               17
6   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.522534               29
7   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.547924                1
8   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.544942               21
9   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.545886                9
10  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.546801                5
11  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.545494               13
12  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.535195               25
13  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.545325               17
14  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.522534               29
15  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.547924                1
16  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.544942               21
17  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.545886                9
18  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.546801                5
19  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.545494               13
20  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.535195               25
21  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.545325               17
22  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.522534               29
23  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.547924                1
24  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.544942               21
25  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.545886                9
26  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.546801                5
27  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.545494               13
28  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.535195               25
29  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.545325               17
30  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.522534               29
31  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.547924                1, 94,                                                params  mean_test_score  rank_test_score
0   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.551720               17
1   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.554197               13
2   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.551307               21
3   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.545414               25
4   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.545356               29
5   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.557347                9
6   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.568106                1
7   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.559117                5
8   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.551720               17
9   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.554197               13
10  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.551307               21
11  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.545414               25
12  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.545356               29
13  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.557347                9
14  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.568106                1
15  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.559117                5
16  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.551720               17
17  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.554197               13
18  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.551307               21
19  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.545414               25
20  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.545356               29
21  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.557347                9
22  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.568106                1
23  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.559117                5
24  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.551720               17
25  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.554197               13
26  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.551307               21
27  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.545414               25
28  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.545356               29
29  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.557347                9
30  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.568106                1
31  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.559117                5, 95,                                                params  mean_test_score  rank_test_score
0   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.544428               13
1   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.541889               21
2   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.545794                9
3   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.549091                1
4   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.520402               29
5   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.528471               25
6   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.544048               17
7   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.548641                5
8   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.544428               13
9   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.541889               21
10  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.545794                9
11  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.549091                1
12  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.520402               29
13  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.528471               25
14  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.544048               17
15  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.548641                5
16  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.544428               13
17  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.541889               21
18  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.545794                9
19  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.549091                1
20  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.520402               29
21  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.528471               25
22  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.544048               17
23  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.548641                5
24  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.544428               13
25  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.541889               21
26  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.545794                9
27  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.549091                1
28  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.520402               29
29  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.528471               25
30  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.544048               17
31  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.548641                5, 96,                                                params  mean_test_score  rank_test_score
0   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.550172                5
1   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.554317                1
2   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.534573               21
3   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.546036                9
4   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.527651               29
5   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.532737               25
6   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.539170               17
7   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.541360               13
8   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.550172                5
9   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.554317                1
10  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.534573               21
11  {'algorithm': 'ball_tree', 'n_neighbors': 15, ...         0.546036                9
12  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.527651               29
13  {'algorithm': 'ball_tree', 'n_neighbors': 30, ...         0.532737               25
14  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.539170               17
15  {'algorithm': 'ball_tree', 'n_neighbors': 100,...         0.541360               13
16  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.550172                5
17  {'algorithm': 'kd_tree', 'n_neighbors': 5, 'we...         0.554317                1
18  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.534573               21
19  {'algorithm': 'kd_tree', 'n_neighbors': 15, 'w...         0.546036                9
20  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.527651               29
21  {'algorithm': 'kd_tree', 'n_neighbors': 30, 'w...         0.532737               25
22  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.539170               17
23  {'algorithm': 'kd_tree', 'n_neighbors': 100, '...         0.541360               13
24  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.550172                5
25  {'algorithm': 'brute', 'n_neighbors': 5, 'weig...         0.554317                1
26  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.534573               21
27  {'algorithm': 'brute', 'n_neighbors': 15, 'wei...         0.546036                9
28  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.527651               29
29  {'algorithm': 'brute', 'n_neighbors': 30, 'wei...         0.532737               25
30  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.539170               17
31  {'algorithm': 'brute', 'n_neighbors': 100, 'we...         0.541360               13, 97,                                                params  mean_test_score  rank_test_score
0   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.550900                1
1   {'algorithm': 'auto', 'n_neighbors': 5, 'weigh...         0.546915                5
2   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.520528               29
3   {'algorithm': 'auto', 'n_neighbors': 15, 'weig...         0.523500               25
4   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.523965               21
5   {'algorithm': 'auto', 'n_neighbors': 30, 'weig...         0.537334               17
6   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.538980               13
7   {'algorithm': 'auto', 'n_neighbors': 100, 'wei...         0.543962                9
8   {'algorithm': 'ball_tree', 'n_neighbors': 5, '...         0.550900                1
